gene_id	gene_name	chr	start	end	strand	gene_biotype	logFC	logCPM	F	PValue	FDR	Change	JTEN007_Gpdh.het_Ldh.het_1	JTEN008_Gpdh.het_Ldh.het_2	JTEN009_Gpdh.het_Ldh.het_3	JTEN010_Gpdh.mut_Ldh.mut_1	JTEN011_Gpdh.mut_Ldh.mut_2	JTEN012_Gpdh.mut_Ldh.mut_3
FBgn0030832	CG10597	X	17230275	17231044	-	protein_coding	1.19099340002653	3.23337755740641	9.01650049337931	0.0216100689797923	0.0441519974500316	upregulated	3.18084269046205	9.55955155578283	4.26747150522607	11.4857084009371	10.9644318666101	15.8357446855587
FBgn0032048	Dh31	2L	8491868	8506845	-	protein_coding	1.18811655422907	3.59191839397656	280.80684260415	1.31737385940326e-06	4.26176413489129e-05	upregulated	7.49770062751769	7.64764124462627	6.94050310740065	16.5472070182992	16.7916823691441	15.7986586324309
FBgn0039525	CG5646	3R	27559379	27561319	-	protein_coding	1.1878554257597	0.489467673705315	24.6160556388758	0.00200518677073403	0.0067057808317706	upregulated	1.09057463672985	0.665012282141415	0.656534077727088	1.82992642320015	1.49514979999228	2.03973292202747
FBgn0040299	Myo28B1	2L	7666047	7689459	+	protein_coding	1.18704490408272	4.0764010650816	280.243323488653	1.32585999384204e-06	4.2634561003185e-05	upregulated	10.5876620982522	10.806449584798	9.61353470957522	23.2439590351168	23.5773622306475	22.1032876641522
FBgn0264750	CG44008	2L	11841502	11842445	-	protein_coding	1.18589714515242	6.81033493482179	400.618868700156	4.21541111715706e-07	2.05081426044333e-05	upregulated	71.8870448044423	63.7580525503081	72.3125391325121	153.597015734566	156.607357255602	151.088580442544
FBgn0265512	mlt	2R	10155916	10158931	-	protein_coding	1.18585790943404	3.97051785434391	117.998164653213	2.03856797859926e-05	0.000248905198572872	upregulated	9.45164685165866	8.39578006203536	11.0203934475618	22.6988745686317	19.7436447947699	21.5469968672356
FBgn0038292	CG3987	3R	15139958	15141715	+	protein_coding	1.17867829884143	5.83407564691724	381.089355636727	4.95007685993375e-07	2.24599250068519e-05	upregulated	37.0795376488147	32.6271650925631	36.2500601487885	80.0884819685683	78.1694985175452	75.5813762743996
FBgn0002571	Mal-A3	2R	8455909	8457892	-	protein_coding	1.1783071395222	8.00186150798788	108.957834094667	2.61103089589777e-05	0.000297752064252112	upregulated	182.716692262113	132.004938005071	162.585974819987	345.116336494599	337.213785659798	370.526756799571
FBgn0051272	CG31272	3R	10756296	10759398	-	protein_coding	1.17497960678065	6.70032383328747	354.249304790576	6.25862530986419e-07	2.59757208596999e-05	upregulated	67.7065086969779	66.0855955378031	59.7914963644312	140.359250119926	138.090502040313	148.047524086066
FBgn0266431	CG45061	X	9871098	9871702	-	protein_coding	1.17016639862508	1.141703060921	64.1803217298263	0.00013126977547884	0.000905292923121187	upregulated	1.31777768604856	1.33002456428283	1.26617286418796	2.72542233242576	3.29699699485478	2.59602371894405
FBgn0267590	asRNA:CR45928	2R	23850330	23851500	+	ncRNA	1.1694658390734	-0.257575685696836	29.6332319227631	0.00121550423349409	0.00456536328619852	upregulated	0.499846708501179	0.498759211606061	0.375162330129765	0.856561304476666	1.07344088204574	1.11258159383316
FBgn0010197	Gyc32E	2L	11138759	11149101	-	protein_coding	1.16836307422365	-0.483621079268814	23.719683006441	0.00221201474648108	0.00726535568498315	upregulated	0.363524878909948	0.457195943972222	0.328267038863544	0.817626699727727	0.996766533328188	0.741721062555443
FBgn0032075	Tsp29Fb	2L	8937390	8939743	+	protein_coding	1.16720095108022	7.56326315014141	423.191217093558	3.53393458588353e-07	1.94767092094247e-05	upregulated	115.828114542682	119.993153658891	117.75407636948	251.128200630659	247.619809183337	276.179837642519
FBgn0040827	CG13315	3L	9096877	9097494	+	protein_coding	1.16696535756047	8.26037286794029	71.1333941288599	9.63389028871599e-05	0.000722406843218283	upregulated	221.023126377249	147.923669508831	205.35448045478	419.753973798315	415.229935479908	421.297563531492
FBgn0265070	asRNA:CR44181	2L	10695058	10698195	+	ncRNA	1.16677900143569	0.857728784234485	22.912075361084	0.0024229055418581	0.00777063064948949	upregulated	0.817930977547384	1.49627763481818	0.844115242791971	2.1803378659406	2.41524198460292	2.41059345330519
FBgn0037974	CG12224	3R	11980704	11982622	-	protein_coding	1.16641076004632	3.58617221226769	123.082776400409	1.78760904155787e-05	0.000229516997805776	upregulated	6.49800721051533	8.4373433296692	7.26877014626419	16.1578609708098	16.1016132306861	16.4662075887308
FBgn0032131	CG3841	2L	9589476	9591783	+	protein_coding	1.16562266501575	3.30582598708245	245.798199738337	2.01513229171426e-06	5.39450914491906e-05	upregulated	6.40712599078784	6.19292687744192	5.67433024321269	13.510307847882	13.5713597230069	12.9430325415925
FBgn0029826	CG6041	X	5948160	5950208	+	protein_coding	1.16468631034019	3.7650430540739	306.649865797048	9.93997094575216e-07	3.58374440697354e-05	upregulated	8.17930977547384	8.64515966783839	8.39425713665348	17.4037683227759	18.4018436922127	19.3960057858248
FBgn0030748	Traf-like	X	16415046	16417585	+	protein_coding	1.16451639698659	4.16097679620278	292.5715381886	1.15534033149579e-06	3.92742357766887e-05	upregulated	11.9508803941646	10.6401965142626	10.6921264086983	25.3074930868106	23.5390250562888	23.920504267413
FBgn0086758	chinmo	2L	1651258	1704682	+	protein_coding	1.16448305233781	6.76648423795624	165.880242741592	7.01289620458226e-06	0.000126718184868651	upregulated	64.5711066163796	74.7723184732753	64.2465490347222	156.244568857494	151.96855915819	137.107138413374
FBgn0015714	Cyp6a17	2R	14873953	14875739	+	protein_coding	1.16376450090552	5.85516103256765	130.382755072877	1.49342276316951e-05	0.000204495792174157	upregulated	40.6693458280505	36.9913081941162	30.5757299055758	78.9204438261001	79.4729624457436	78.1773999933437
FBgn0033945	CG12868	2R	14604549	14605297	-	protein_coding	1.16279446267121	4.65906049484681	491.127572127944	2.18765834690497e-07	1.48402634331837e-05	upregulated	15.2680449142178	15.5862253626894	16.2726660693785	34.2235175743177	33.276667343418	35.4542667901502
FBgn0015571	alpha-Est3	3R	7538972	7541631	-	protein_coding	1.16225575187905	5.60547151633482	534.89645760322	1.66105749582607e-07	1.31752619743004e-05	upregulated	29.4000745818421	31.2971405282803	30.3412534492447	65.1765283497245	65.4032194560727	68.2754238082285
FBgn0024912	agt	3R	6658806	6660100	-	protein_coding	1.16157554948135	1.72969589755071	69.3874132124021	0.000103839203624645	0.000765984008244056	upregulated	1.81762439454974	2.11972664932576	2.06339281571371	4.98362940786424	4.14041483074786	4.00529373779939
FBgn0038466	CG8907	3R	17008269	17012533	+	protein_coding	1.16119845386196	5.75167864926542	526.558757199047	1.74743804546491e-07	1.34897819794359e-05	upregulated	35.0347102049463	32.9596712336339	32.8735991776206	71.4449997143037	71.5755045278357	77.0648183995105
FBgn0037065	CG12974	3L	21281752	21285962	-	protein_coding	1.16107339601991	5.64140953125319	361.358720527738	5.87185291221374e-07	2.50621913235026e-05	upregulated	33.489729469579	29.3021036818561	30.6695204881083	69.2257272436142	64.9815105381261	69.6105217208283
FBgn0003231	ref(2)P	2L	19542468	19545548	+	protein_coding	1.16060475576835	6.72154561457648	280.365898374328	1.32400805211711e-06	4.2634561003185e-05	upregulated	61.29938270619	71.2810039920329	65.1375595687804	143.240410871348	142.57595144029	145.636930632761
FBgn0001301	kel	2L	18129884	18138083	-	protein_coding	1.15989023101681	5.16166849833912	25.949793716089	0.0017418676386521	0.00601674795957636	upregulated	17.903600286315	17.498135673846	31.6543216046989	50.4981823593744	48.0748166459057	47.358889844165
FBgn0032734	CG15169	2L	18991020	18992409	+	protein_coding	1.15906403994072	-0.874017971415234	13.5634309497962	0.00887098660708839	0.0216083995879669	upregulated	0.272643659182461	0.207816338169192	0.375162330129765	0.584019071234091	0.498383266664094	0.778807115683215
FBgn0035816	CG13685	3L	7747344	7750552	+	protein_coding	1.15853392052411	-0.00276702641427969	20.6693762900288	0.003164984000157	0.00961709667244074	upregulated	0.545287318364923	0.748138817409091	0.375162330129765	1.16803814246818	1.15011523076329	1.37218396572757
FBgn0262167	ana1	3R	24530576	24536395	+	protein_coding	1.15712887401291	2.98560364672847	162.071375736576	7.54557539797934e-06	0.000132455772723873	upregulated	4.86214525542056	5.32009825713132	4.45505267029096	10.1229972347242	10.8877575178925	10.903299619565
FBgn0032840	sNPF	2L	20027915	20056373	+	protein_coding	1.1565979487815	3.34684699969447	52.1543695223763	0.000243059038851292	0.00141101080367324	upregulated	7.31593818806271	4.6550859749899	6.98739839866687	13.9775231048692	14.0314058153122	13.0913767541036
FBgn0050502	fa2h	2R	7446189	7451553	-	protein_coding	1.15597191297565	4.21451679384116	252.702502240441	1.84477742996565e-06	5.12808267899444e-05	upregulated	11.3147118560721	10.6817597818965	12.7086239331458	25.2685584820617	24.7658146357696	25.3668603393961
FBgn0040060	yip7	3L	6035216	6036175	+	protein_coding	1.15489152637987	9.35466643071991	311.514386370826	9.45139233356562e-07	3.4778525466605e-05	upregulated	396.696524110481	442.150041088773	392.560483189533	864.075683193211	903.760548333796	908.348699258523
FBgn0032209	Hand	2L	10292679	10295385	-	protein_coding	1.15437320171218	1.78209522524007	24.5664623101655	0.00201595194417221	0.00673106647799708	upregulated	2.72643659182461	2.20285318459344	1.31306815545418	4.51641415087697	4.75380962048828	4.33906821594934
FBgn0010395	Itgbn	2L	21053033	21058044	+	protein_coding	1.15407461251376	4.28344770704061	255.043877274718	1.79129816173465e-06	5.06100810444712e-05	upregulated	13.0414550308944	12.2611639519823	11.1141840300943	27.1374195100107	25.8775926921741	26.0714953488238
FBgn0045064	bwa	2L	20066391	20073719	+	protein_coding	1.1540159260703	3.50373281539707	91.7201102177875	4.44180321060224e-05	0.000428880331642279	upregulated	7.63402245710892	7.68920451226011	5.76812082574513	14.9119536188438	14.7598121281289	16.2066052168364
FBgn0027106	Inx7	X	6991612	6993612	-	protein_coding	1.15213416046513	5.65255929059953	635.340118715417	9.52761873576663e-08	9.90502343908632e-06	upregulated	31.6266644651655	30.6736915137727	32.2639603911598	67.8240814726524	66.4766603381184	70.7231033146615
FBgn0040942	CG12643	X	10264233	10265263	-	protein_coding	1.15210578007313	4.78495730810014	69.8502596824189	0.000101778681430441	0.000754741080856762	upregulated	17.8581596764512	13.5911885162652	20.3525564095397	37.7665666064712	38.758883276723	35.5655249495335
FBgn0042105	CG18748	3R	7786170	7787923	-	protein_coding	1.1519269540589	2.9452998205374	98.5553240521654	3.560551723858e-05	0.000368727155310169	upregulated	4.18053610746441	5.02915538369445	5.06469145675182	10.7459509107073	10.9260946922513	9.30859933507081
FBgn0030183	CG15309	X	10205292	10212374	-	protein_coding	1.15074153122538	3.1689926368065	91.3258720931635	4.50093331630239e-05	0.000431477116839445	upregulated	5.81639806255917	5.65260439820202	5.25227262181671	13.4324386383841	12.4979188409611	10.3099227695207
FBgn0051198	CG31198	3R	21754324	21757758	+	protein_coding	1.1507155342733	9.0639469060929	443.049300072975	3.04892931342277e-07	1.78404016875033e-05	upregulated	335.306260184564	353.121521817091	320.388629930819	724.884471215753	731.128252196226	729.482665023278
FBgn0027611	LManII	2L	10457658	10462472	+	protein_coding	1.15039686029874	8.2572655728581	545.640675824223	1.55778727197687e-07	1.2636959172976e-05	upregulated	194.031404118185	196.594255908056	186.174306326896	416.094120951915	424.430857326014	408.50287520241
FBgn0004512	Mdr49	2R	12940323	12946347	-	protein_coding	1.14566646654574	6.59175681216043	571.812434337403	1.33910536717086e-07	1.16044673983816e-05	upregulated	59.2545552623216	62.760534127096	60.0259728207623	129.96371065196	130.03969542497	133.027672569319
FBgn0039209	REPTOR	3R	24557368	24582864	-	protein_coding	1.1455326221358	5.26627928858471	446.349803171069	2.97692186304695e-07	1.77093773941704e-05	upregulated	24.447048106694	23.2754298749495	24.8076090798307	53.6518853440385	52.9436377894703	49.8807414568535
FBgn0051793	CG31793	2L	19003367	19008234	+	protein_coding	1.14543320315389	6.36965911931198	298.399409912571	1.08468016822073e-06	3.75882046644257e-05	upregulated	50.7571612178015	56.1519745733157	49.099369955733	113.844784285899	110.219376281482	112.778687561555
FBgn0033476	oys	2R	10034595	10048619	-	protein_coding	1.14307153299442	7.03653522872184	439.339665428698	3.13260389816177e-07	1.80432519767001e-05	upregulated	83.8379251986069	77.7648737429117	86.7093935512419	178.39835895964	182.024903855471	174.341535753657
FBgn0085486	CG34457	2R	16670326	16671836	+	protein_coding	1.14279563094428	-0.497074738753564	12.7753105870693	0.0101797223538756	0.0241534382816972	upregulated	0.590727928228666	0.290942873436869	0.281371747597324	0.895495909225606	0.690069138457976	0.927151328194304
FBgn0053127	CG33127	2L	322101	323091	+	protein_coding	1.13991197605539	6.20021698142244	446.698073098994	2.96945376014834e-07	1.77093773941704e-05	upregulated	45.0770849848336	47.9640108494495	46.0511760234286	97.1807734533527	96.9930511277045	104.990616404723
FBgn0051041	CG31041	3R	29590070	29590906	-	protein_coding	1.13776514220022	1.55160797564455	72.3005108758328	9.17164328178734e-05	0.000699003247411949	upregulated	1.63586195509477	1.74565724062121	1.96960223318126	3.38731061315773	4.14041483074786	3.96820768467162
FBgn0051697	CG31697	2L	19535448	19536104	+	protein_coding	1.13622780031236	-0.659512973068532	10.8745571582324	0.0145684018900483	0.0320786443427178	upregulated	0.318084269046205	0.498759211606061	0.187581165064882	0.739757490229848	0.613394789740423	0.852979221938759
FBgn0036597	CG4962	3L	16294711	16295547	-	protein_coding	1.13470388657258	4.39544963950911	29.2387072222891	0.00126092462185013	0.00469470822349485	upregulated	8.81547831356625	15.7109151655909	15.1471790789892	27.7603731859938	27.4877540152427	29.9284448741121
FBgn0035666	Jon65Aii	3L	6052321	6053215	+	protein_coding	1.1337927454939	6.91911626370293	67.8681163091219	0.000110998257637988	0.000804718580086374	upregulated	68.5244396745253	93.5589154437702	67.4354288408252	156.633914904983	167.418440424777	167.999820668808
FBgn0052476	mthl14	3L	247491	250305	+	protein_coding	1.13050377232265	4.21011833843409	184.338949303479	5.02549599951762e-06	0.000100375976194734	upregulated	11.5873555152546	11.1389557258687	12.2865663117498	26.0861851817894	26.1076157383268	22.5483203016855
FBgn0039881	CG1971	3R	31805468	31806769	+	protein_coding	1.13019964686398	0.0837044545227233	30.2652738151341	0.00114709888386908	0.00436749451184986	upregulated	0.63616853809241	0.581885746873738	0.609638786460868	1.20697274721712	1.11177805640452	1.5947002844942
FBgn0024315	Picot	2R	16655323	16667675	-	protein_coding	1.12640645594127	7.86227365840147	275.069282671365	1.40721928157342e-06	4.40599534125386e-05	upregulated	150.317537429264	157.566347599881	135.668077633176	309.607976963566	317.700163911181	317.642045039368
FBgn0035043	CG4781	2R	24640683	24642239	-	protein_coding	1.12568288414178	4.79327077944181	411.722836031184	3.86055680607025e-07	2.00342997832508e-05	upregulated	16.9039068693126	18.1631479559874	17.5857342248327	36.6374630687519	36.5736643382727	38.9403557841608
FBgn0052656	Muc11A	X	12059795	12065144	+	protein_coding	1.12563291835722	9.25661198977899	385.787282817464	4.75895226546964e-07	2.18601980040531e-05	upregulated	375.702962353432	412.764810871649	378.257419353335	821.208683364629	829.999824867511	833.138183515401
FBgn0031461	daw	2L	2805261	2812376	+	protein_coding	1.12424576236941	4.70640155654126	38.921581224778	0.000567237467006886	0.00258002514108016	upregulated	19.8575465104559	17.996894885452	11.7238228165551	34.690732831305	34.6184684459752	36.2330739058334
FBgn0031580	CG15423	2L	4006041	4006606	+	protein_coding	1.12123524512743	5.4852062050476	186.334919399033	4.85714093826184e-06	9.75802348347237e-05	upregulated	29.6727182410245	29.9255526963637	25.7924101964213	62.8404520647881	55.7805886920198	62.6754297859349
FBgn0086347	Myo31DF	2L	10491814	10506779	-	protein_coding	1.11941179354864	6.60387706938915	744.583288219062	5.70270907817301e-08	7.38414295824556e-06	upregulated	62.6626010021024	61.472072830447	61.8079938888787	129.068214742734	133.106669373672	131.915090975485
FBgn0031011	CG8034	X	19281232	19298162	-	protein_coding	1.11931811260465	4.79700213725465	398.634924657142	4.2832466272929e-07	2.05081426044333e-05	upregulated	16.9947880890401	17.498135673846	18.4767447588909	38.0001742349648	37.8771282664712	36.3814181183445
FBgn0035094	CG9380	2R	25183628	25255318	-	protein_coding	1.11759590782589	7.20269900883138	401.64342695729	4.18092839691725e-07	2.05081426044333e-05	upregulated	101.059916336966	89.2363356098511	91.7740850079937	197.12590384388	200.503421896401	199.226277402392
FBgn0037291	CG14662	3R	4981999	4984232	-	protein_coding	1.11629943322604	-1.10720604088098	17.6170890063195	0.00546682692791928	0.0146934695642971	upregulated	0.227203049318718	0.24937960580303	0.234476456331103	0.584019071234091	0.421708917946541	0.51920474378881
FBgn0040259	Ugt86Da	3R	11157098	11159744	+	protein_coding	1.11621570377391	6.16079345329573	91.6666027005226	4.44976880279449e-05	0.000429262381444355	upregulated	41.6235986351891	53.9906846563561	41.1271704404755	98.3488115958209	93.6577169584909	97.5363197260407
FBgn0264002	MsR2	3L	2282883	2300944	+	protein_coding	1.11541966542432	0.0744828501856147	24.0987387914774	0.00212129833708078	0.00702376703570222	upregulated	0.727049757819897	0.540322479239899	0.562743495194647	1.0901689329703	1.18845240512207	1.5947002844942
FBgn0046302	CG10650	2L	18993360	18995934	-	protein_coding	1.11514579461622	6.82884559613827	444.818487556031	3.01005126338636e-07	1.77950005478006e-05	upregulated	74.7952438357219	73.4007306413586	69.5926122390713	150.209705121408	149.016596732564	161.101814787042
FBgn0051004	mesh	3R	31178389	31195762	-	protein_coding	1.1121441359598	7.20731259027934	654.979401480404	8.63452556439976e-08	9.66084525444476e-06	upregulated	97.6064299873211	93.2679725703334	92.7588861245843	197.086969239131	198.548226004103	202.452764024508
FBgn0029820	CG16721	X	5879869	5883391	+	protein_coding	1.11167036285777	4.26773894020759	99.3417298745352	3.47435295548961e-05	0.00036295972143788	upregulated	12.4507271026657	10.3908169084596	13.9747967973337	27.5657001622491	24.3441057178231	25.5893766581628
FBgn0086687	Desat1	3R	12439600	12447616	+	protein_coding	1.11123727883669	10.149934969839	613.748156653581	1.0654144397261e-07	1.01861230540956e-05	upregulated	756.22262935242	697.847263572147	729.456255646061	1538.46197204959	1526.73963166391	1535.140083171
FBgn0267029	lncRNA:CR45473	X	140973	142197	-	ncRNA	1.11116377735583	1.48794744263443	14.1866258538912	0.00798846940227253	0.0199255835917853	upregulated	2.68099598196087	1.24689802901515	1.26617286418796	3.62091824165136	3.22032264613722	4.07946584405494
FBgn0265377	lncRNA:CR44318	3R	8287169	8287698	+	ncRNA	1.11072043030571	-0.470256885524198	18.2815780624729	0.00431953720649832	0.012267804396326	upregulated	0.499846708501179	0.374069408704546	0.328267038863544	0.661888280731969	0.958429358969412	0.927151328194304
FBgn0051410	Npc2e	3R	10053332	10054348	+	protein_coding	1.10710475622325	3.90400741892302	173.222689607434	6.11715025952232e-06	0.000116420367666367	upregulated	10.2241372193423	9.80893116158586	8.53494301045215	19.7787792124612	19.1685871793882	21.1390502828301
FBgn0263773	fok	2L	20079270	20085070	-	protein_coding	1.10587388587584	5.09385066400124	157.444827509178	8.26605551084946e-06	0.00013917126165122	upregulated	20.8117993175945	20.2828746053131	24.4793420409671	46.877264117723	47.8064564253943	42.9085634688324
FBgn0265266	CG13639	3R	24859900	24860366	-	protein_coding	1.10505218284819	0.521669593758377	9.92632306382182	0.0177070155134856	0.0374199175287948	upregulated	0.454406098637435	1.37158783191667	0.703429368993309	1.67418800420439	1.80184719486249	1.92847476264415
FBgn0031490	CG17264	2L	3018508	3021506	+	protein_coding	1.10420666909499	0.000975578485103649	13.4086189686171	0.00910984448546074	0.022071267953728	upregulated	0.318084269046205	0.623449014507576	0.79721995152575	1.32377656146394	1.26512675383962	1.07549554070539
FBgn0034139	CG4927	2R	16572082	16574154	+	protein_coding	1.10229144361151	-0.525939655933002	17.3842529934996	0.00489499519900121	0.0135022175659209	upregulated	0.363524878909948	0.498759211606061	0.281371747597324	0.856561304476666	0.690069138457976	0.890065275066531
FBgn0027572	CG5009	2R	17760940	17764541	+	protein_coding	1.10136518876907	6.31251469297929	166.682213444141	6.90705425463497e-06	0.000126234854228433	upregulated	54.3469693970373	44.0155004242349	54.9612813640105	106.252536359856	105.235543614841	109.181340408161
FBgn0034398	CG15098	2R	18833372	18834775	-	protein_coding	1.10122175417003	7.261090539903	578.449614907793	1.29011392343311e-07	1.15114933498676e-05	upregulated	99.8784604805083	94.4733073317147	101.6220961739	202.693552322978	207.365776106622	209.276597800018
FBgn0030543	CG11585	X	14189516	14190755	+	protein_coding	1.10086745401677	2.99608847262697	24.5716738310765	0.00201481713504258	0.00673106647799708	upregulated	3.49892695950825	6.8163758919495	4.7833197091545	10.3566048632179	10.7344088204574	10.6807833007984
FBgn0033249	CG11191	2R	8000490	8002120	-	protein_coding	1.09852114471197	1.06380218616554	23.4166906138915	0.0022882089296182	0.00744855030053848	upregulated	0.954252807138614	1.33002456428283	1.54754461178528	2.53074930868106	2.22355611280904	3.26357267524395
FBgn0010038	GstD2	3R	12371971	12372704	+	protein_coding	1.09808581030904	7.07210766901593	339.633505267613	7.16463644361382e-07	2.84144174215618e-05	upregulated	83.7016033690156	83.9162373527197	92.3368285031883	176.529497931691	176.044304655502	190.362710704854
FBgn0023129	aay	3L	9423253	9424781	+	protein_coding	1.09709934937118	6.29073381142086	505.622616647929	1.99179399916105e-07	1.43141813040379e-05	upregulated	50.6662799980741	48.0471373847172	52.5227262181671	104.6172829604	102.590278584086	108.36544723935
FBgn0028473	Non1	2R	9396265	9398734	-	protein_coding	1.09557682803525	8.50711343137484	177.20794832714	5.69309425312384e-06	0.000110238070999006	upregulated	225.885271632669	261.39139014921	216.374873902342	485.047305962287	491.022529187209	491.723978421131
FBgn0267824	PRAS40	2R	14481187	14497312	+	protein_coding	1.09444857106204	5.5012370282434	421.179259348932	3.58854918435201e-07	1.94767092094247e-05	upregulated	28.8093466536134	30.5490017108712	28.0902794684661	60.348637360856	61.1094559278897	60.7840410764185
FBgn0029644	CG14421	X	2941408	2942329	+	protein_coding	1.09311912178603	5.72567536367146	17.816236037869	0.00460618953039716	0.0128915518796374	upregulated	24.992335425059	49.4602884842677	27.5275359732715	67.4736700299119	70.6170751688663	74.9138273180997
FBgn0035154	hiro	3L	685942	687958	-	protein_coding	1.09240856240578	6.70407291562596	285.791793014928	1.24530790531919e-06	4.10300216927935e-05	upregulated	68.751642723844	70.9484978509622	62.1362609277423	141.33261523865	135.943620276221	142.707132435667
FBgn0051183	CG31183	3R	15857871	15875939	-	protein_coding	1.09176409789294	2.4438270973903	177.46172625014	5.66740982865874e-06	0.000109939537038547	upregulated	3.31716452005328	3.5744410165101	3.4233562624341	6.96929425006015	7.13071443073242	7.38012457242666
FBgn0034293	CG14495	2R	18048804	18049922	-	protein_coding	1.08561799086331	2.1907678871464	61.5031568260917	0.000149108229823117	0.000998356150577686	upregulated	2.54467415236964	3.40818794597475	2.67303160217457	5.52871387434939	6.28729659483934	6.1191987660824
FBgn0035546	CG11345	3L	4457177	4458163	-	protein_coding	1.0838429842298	3.83720296995875	31.5746545594966	0.00102063593639922	0.00400254526969062	upregulated	6.54344782037907	10.806449584798	10.1762782047699	17.0922914847844	21.0087715486095	18.9509731482916
FBgn0266044	lncRNA:CR44809	2L	22169668	22170204	+	ncRNA	1.08338551930536	-0.803706053402178	8.45251989950494	0.0246124979971591	0.0489416209013146	upregulated	0.227203049318718	0.457195943972222	0.234476456331103	0.856561304476666	0.536720441022871	0.556290796916582
FBgn0053329	Sp212	3R	14222074	14224155	-	protein_coding	1.08005325311813	2.81973360597514	16.6804201379322	0.00541848283960292	0.0145745074721095	upregulated	3.49892695950825	6.56699628614647	3.37646097116788	10.2398010489711	8.35750401021327	9.34568538819858
FBgn0038966	pinta	3R	22423316	22424929	-	protein_coding	1.07986691561449	2.84031580553407	59.8993181248891	0.00016133172760579	0.0010520950908665	upregulated	5.08934830473928	3.5744410165101	5.11158674801804	9.65578197773696	9.62263076405289	9.0489969631764
FBgn0033226	CG1882	2R	7812504	7815486	+	protein_coding	1.07977150989652	5.78582903808271	181.446652682477	5.28324407572674e-06	0.00010361351201993	upregulated	34.1258980076714	39.5682307874142	33.5770285466139	72.9245146947634	71.3071443073242	77.1760765588938
FBgn0086693	iav	X	6813978	6818156	+	protein_coding	1.07731666261453	-0.804391039237451	11.4171809711602	0.0130966630334811	0.0295053792893994	upregulated	0.181762439454974	0.374069408704546	0.375162330129765	0.584019071234091	0.575057615381647	0.778807115683215
FBgn0262477	FoxP	3R	9726020	9730872	-	protein_coding	1.07667254697924	1.09965542962208	19.158890154437	0.00383964380484924	0.0112182553512485	upregulated	0.908812197274871	1.20533476138131	1.87581165064882	2.92009535617045	2.56859068203802	2.70728187832737
FBgn0033395	Cyp4p2	2R	9237512	9239831	+	protein_coding	1.07589669835891	4.53103068201171	253.400705339836	1.82861401915763e-06	5.09916638467186e-05	upregulated	15.2226043043541	15.7524784332248	13.9279015060675	30.0185802614323	32.0498777639371	30.3363914585176
FBgn0031466	CG3119	2L	2834887	2837833	-	protein_coding	1.07438926440262	0.260177250961386	24.8525450239563	0.00195487379003682	0.00656406037745821	upregulated	0.77249036768364	0.498759211606061	0.891010534058191	1.51844958520864	1.45681262563351	1.44635607198311
FBgn0039051	CG17109	3R	23095690	23097240	+	protein_coding	1.07423100373274	6.11507590060765	357.111756115555	6.09901062516499e-07	2.56110610879477e-05	upregulated	44.3500352270137	47.4652516378435	43.4250397125203	90.522956041284	90.7440917072239	96.683340504102
FBgn0031735	CG11029	2L	5746157	5747961	+	protein_coding	1.07384821031579	-0.928889450250355	16.1618196347229	0.00585198214180727	0.0154761730734681	upregulated	0.272643659182461	0.332506141070707	0.234476456331103	0.506149861736212	0.690069138457976	0.556290796916582
FBgn0031741	CG11034	2L	5805395	5809063	+	protein_coding	1.07344563278176	6.05282039753831	503.330126568186	2.02120089306702e-07	1.44286794419744e-05	upregulated	41.5327174154616	43.973937156601	44.0815737902473	89.1213102703222	87.638780584163	89.3403019848031
FBgn0034471	Obp56e	2R	19712345	19712932	+	protein_coding	1.07299789266072	0.404714293895516	10.4293311683161	0.0159422871548611	0.0344173408980347	upregulated	0.727049757819897	1.16377149374748	0.468952912662206	1.82992642320015	1.84018436922127	1.26092580634425
FBgn0038179	CG9312	3R	13765756	13767103	+	protein_coding	1.07207502876324	3.29026699286161	78.7173270785894	7.08709650435496e-05	0.000586919020639079	upregulated	6.54344782037907	5.81885746873738	6.56534077727088	13.5492424526309	14.2614288614648	10.9774717258206
FBgn0034031	CG12963	2R	15555446	15562436	+	protein_coding	1.06867829807459	5.13513265778477	512.691056023046	1.90457085438104e-07	1.38735678290559e-05	upregulated	23.6291171291466	21.7375889724975	23.3069597593116	46.6825910939783	46.7713527177073	47.0251153660151
FBgn0039092	CG16723	3R	23593625	23596273	-	protein_coding	1.06791285126421	-0.365178528046697	25.0189331800135	0.00192046083722021	0.00647286579948189	upregulated	0.408965488773692	0.540322479239899	0.375162330129765	0.934430513974545	0.958429358969412	0.852979221938759
FBgn0031004	CG7992	X	19245158	19247250	-	protein_coding	1.06673889471956	5.4051407992573	353.633606730797	6.29366868007193e-07	2.60203105120503e-05	upregulated	26.58275677029	29.1774138789546	27.1054783518755	55.8322232099791	55.9339373894549	57.6688126136857
FBgn0046258	CG12880	3R	27685962	27692790	+	protein_coding	1.06660682364548	2.57718636199881	22.0396604231187	0.00268129558728797	0.00840741234221951	upregulated	3.18084269046205	5.32009825713132	2.90750805850568	7.74798634503894	8.20415531277816	7.52846878493774
FBgn0283499	InR	3R	21570248	21619321	-	protein_coding	1.06658788550524	5.26231783753856	115.868301966051	2.15736642780708e-05	0.000261324431096812	upregulated	23.6291171291466	27.9720791175732	23.4007503418441	54.9367273007535	51.0267790715315	47.3959758972928
